,year,month,day,hour,Temperature (C),day_of_year
15838,,,,,-0.4888888888888883,
15839,,,,,-0.4888888888888883,
15840,,,,,-3.2444444444444445,
15841,,,,,-0.5333333333333338,
15842,,,,,-0.5333333333333338,
15843,,,,,-1.427777777777778,
15844,,,,,-2.127777777777777,
15845,,,,,-2.666666666666667,
15846,,,,,-2.166666666666666,
15847,,,,,-1.161111111111111,
15848,,,,,-0.0277777777777781,
15849,,,,,2.0388888888888896,
15850,,,,,2.244444444444444,
15851,,,,,2.872222222222223,
15852,,,,,3.894444444444444,
15853,,,,,3.911111111111111,
15854,,,,,3.838888888888887,
15855,,,,,1.3944444444444433,
15856,,,,,-0.0499999999999999,
15857,,,,,-1.2055555555555566,
15858,,,,,-2.1333333333333333,
15859,,,,,-2.338888888888889,
15860,,,,,-3.427777777777779,
15861,,,,,-3.85,
15862,,,,,-4.005555555555556,
15863,,,,,-4.4944444444444445,
15864,,,,,-2.361111111111111,
15865,,,,,-4.566666666666666,
15866,,,,,-5.094444444444445,
15867,,,,,-5.1,
15868,,,,,-5.094444444444445,
15869,,,,,-6.161111111111111,
15870,,,,,-5.266666666666668,
15871,,,,,-3.0333333333333337,
15872,,,,,-2.105555555555555,
15873,,,,,-0.1555555555555562,
15874,,,,,2.127777777777777,
15875,,,,,2.194444444444446,
15876,,,,,2.7888888888888905,
15877,,,,,2.7777777777777777,
15878,,,,,2.2666666666666657,
15879,,,,,1.1111111111111112,
15880,,,,,-0.1388888888888889,
15881,,,,,-1.2055555555555566,
15882,,,,,-1.2277777777777783,
15883,,,,,-1.2944444444444434,
15884,,,,,-2.366666666666668,
15885,,,,,-1.7944444444444447,
15886,,,,,-2.344444444444444,
15887,,,,,7.5166666666666675,
15888,,,,,8.344444444444447,
15889,,,,,5.044444444444443,
15890,,,,,4.05,
15891,,,,,4.694444444444446,
15892,,,,,2.922222222222221,
15893,,,,,2.922222222222221,
15894,,,,,3.011111111111112,
15895,,,,,5.122222222222222,
15896,,,,,7.322222222222223,
15897,,,,,10.577777777777776,
15898,,,,,12.17777777777778,
15899,,,,,12.82777777777778,
15900,,,,,13.655555555555557,
15901,,,,,13.794444444444444,
15902,,,,,12.77777777777778,
15903,,,,,11.166666666666666,
15904,,,,,8.93888888888889,
15905,,,,,7.399999999999999,
15906,,,,,7.494444444444446,
15907,,,,,6.288888888888889,
15908,,,,,5.755555555555556,
15909,,,,,6.977777777777779,
15910,,,,,7.372222222222224,
15911,,,,,-2.855555555555556,
15912,,,,,-1.911111111111112,
15913,,,,,-1.3277777777777782,
15914,,,,,-0.7222222222222227,
15915,,,,,-1.122222222222222,
15916,,,,,-1.2555555555555564,
15917,,,,,-1.2555555555555564,
15918,,,,,-1.122222222222222,
15919,,,,,-1.183333333333333,
15920,,,,,-1.161111111111111,
15921,,,,,-0.9333333333333332,
15922,,,,,0.0,
15923,,,,,0.0944444444444453,
15924,,,,,0.1777777777777779,
15925,,,,,1.183333333333335,
15926,,,,,1.2055555555555566,
15927,,,,,0.1777777777777779,
15928,,,,,0.0500000000000019,
15929,,,,,-1.0388888888888894,
15930,,,,,-0.9833333333333332,
15931,,,,,-1.083333333333333,
15932,,,,,-1.083333333333333,
15933,,,,,-1.4611111111111106,
15934,,,,,-2.6333333333333324,
15935,,,,,7.399999999999999,
15936,,,,,5.483333333333332,
15937,,,,,8.461111111111109,
15938,,,,,8.461111111111109,
15939,,,,,8.988888888888889,
15940,,,,,9.522222222222222,
15941,,,,,10.050000000000002,
15942,,,,,9.97777777777778,
15943,,,,,10.072222222222225,
15944,,,,,11.183333333333334,
15945,,,,,12.088888888888889,
15946,,,,,12.244444444444444,
15947,,,,,12.22222222222222,
15948,,,,,12.194444444444446,
15949,,,,,12.17222222222222,
15950,,,,,11.183333333333334,
15951,,,,,10.233333333333334,
15952,,,,,8.883333333333335,
15953,,,,,7.722222222222222,
15954,,,,,7.477777777777779,
15955,,,,,6.227777777777778,
15956,,,,,5.666666666666668,
15957,,,,,4.822222222222222,
15958,,,,,5.555555555555555,
15959,,,,,5.044444444444443,
15960,,,,,0.3999999999999993,
15961,,,,,4.511111111111109,
15962,,,,,4.511111111111109,
15963,,,,,4.444444444444445,
15964,,,,,3.911111111111111,
15965,,,,,3.861111111111113,
15966,,,,,3.1333333333333337,
15967,,,,,5.022222222222222,
15968,,,,,7.733333333333334,
15969,,,,,8.861111111111112,
15970,,,,,9.97777777777778,
15971,,,,,9.933333333333334,
15972,,,,,10.88888888888889,
15973,,,,,9.927777777777775,
15974,,,,,8.838888888888887,
15975,,,,,7.977777777777778,
15976,,,,,7.244444444444444,
15977,,,,,5.116666666666667,
15978,,,,,5.222222222222221,
15979,,,,,3.866666666666667,
15980,,,,,3.2888888888888896,
15981,,,,,2.2000000000000006,
15982,,,,,0.6500000000000009,
15983,,,,,-0.4166666666666667,
15984,,,,,2.8777777777777778,
15985,,,,,-0.6722222222222227,
15986,,,,,-1.2277777777777783,
15987,,,,,-1.6777777777777776,
15988,,,,,-2.2666666666666657,
15989,,,,,-2.244444444444444,
15990,,,,,-2.066666666666666,
15991,,,,,-0.0222222222222217,
15992,,,,,2.127777777777777,
15993,,,,,4.855555555555557,
15994,,,,,7.03888888888889,
15995,,,,,7.083333333333333,
15996,,,,,7.711111111111112,
15997,,,,,7.711111111111112,
15998,,,,,7.222222222222222,
15999,,,,,7.083333333333333,
16000,,,,,6.061111111111109,
16001,,,,,6.061111111111109,
16002,,,,,6.061111111111109,
16003,,,,,5.072222222222224,
16004,,,,,5.511111111111112,
16005,,,,,5.511111111111112,
16006,,,,,4.933333333333335,
16007,,,,,3.338888888888888,
16008,,,,,5.222222222222221,
16009,,,,,4.444444444444445,
16010,,,,,4.422222222222223,
16011,,,,,4.377777777777779,
16012,,,,,2.872222222222223,
16013,,,,,3.911111111111111,
16014,,,,,3.872222222222222,
16015,,,,,4.977777777777778,
16016,,,,,6.111111111111111,
16017,,,,,6.227777777777778,
16018,,,,,7.288888888888888,
16019,,,,,7.822222222222221,
16020,,,,,7.894444444444446,
16021,,,,,7.777777777777778,
16022,,,,,7.733333333333334,
16023,,,,,7.222222222222222,
16024,,,,,6.061111111111109,
16025,,,,,6.083333333333335,
16026,,,,,6.155555555555555,
16027,,,,,6.183333333333335,
16028,,,,,6.111111111111111,
16029,,,,,6.177777777777776,
16030,,,,,5.644444444444442,
16031,,,,,5.622222222222221,
16032,,,,,6.094444444444444,
16033,,,,,5.050000000000002,
16034,,,,,5.050000000000002,
16035,,,,,5.5777777777777775,
16036,,,,,6.0888888888888895,
16037,,,,,6.066666666666667,
16038,,,,,7.011111111111109,
16039,,,,,7.200000000000001,
16040,,,,,8.866666666666667,
16041,,,,,9.05,
16042,,,,,10.238888888888887,
16043,,,,,10.0,
16044,,,,,10.1,
16045,,,,,10.066666666666666,
16046,,,,,9.488888888888887,
16047,,,,,8.872222222222222,
16048,,,,,7.755555555555556,
16049,,,,,7.200000000000001,
16050,,,,,6.3611111111111125,
16051,,,,,6.161111111111113,
16052,,,,,5.116666666666667,
16053,,,,,4.827777777777777,
16054,,,,,4.561111111111112,
16055,,,,,4.61111111111111,
16056,,,,,4.766666666666666,
16057,,,,,5.583333333333332,
16058,,,,,5.583333333333332,
16059,,,,,5.761111111111109,
16060,,,,,6.094444444444444,
16061,,,,,5.050000000000002,
16062,,,,,6.072222222222222,
16063,,,,,6.161111111111113,
16064,,,,,7.200000000000001,
16065,,,,,7.872222222222224,
16066,,,,,8.794444444444444,
16067,,,,,9.788888888888888,
16068,,,,,9.983333333333333,
16069,,,,,9.788888888888888,
16070,,,,,7.711111111111112,
16071,,,,,6.411111111111111,
16072,,,,,5.138888888888889,
16073,,,,,5.161111111111111,
16074,,,,,6.061111111111109,
16075,,,,,6.0888888888888895,
16076,,,,,5.533333333333334,
16077,,,,,5.516666666666667,
16078,,,,,4.977777777777778,
16079,2007.0,10.0,1.0,0.0,12.088888888888889,274.0
16080,2007.0,10.0,1.0,1.0,11.072222222222225,274.0
16081,2007.0,10.0,1.0,2.0,10.794444444444444,274.0
16082,2007.0,10.0,1.0,3.0,11.466666666666669,274.0
16083,2007.0,10.0,1.0,4.0,9.916666666666666,274.0
16084,2007.0,10.0,1.0,5.0,9.288888888888888,274.0
16085,2007.0,10.0,1.0,6.0,10.4,274.0
16086,2007.0,10.0,1.0,7.0,8.894444444444442,274.0
16087,2007.0,10.0,1.0,8.0,12.63888888888889,274.0
16088,2007.0,10.0,1.0,9.0,15.91111111111111,274.0
16089,2007.0,10.0,1.0,10.0,19.77777777777777,274.0
16090,2007.0,10.0,1.0,11.0,21.97222222222222,274.0
16091,2007.0,10.0,1.0,12.0,22.24444444444445,274.0
16092,2007.0,10.0,1.0,13.0,23.83888888888889,274.0
16093,2007.0,10.0,1.0,14.0,23.75555555555556,274.0
16094,2007.0,10.0,1.0,15.0,24.97777777777777,274.0
16095,2007.0,10.0,1.0,16.0,23.86111111111111,274.0
16096,2007.0,10.0,1.0,17.0,22.927777777777774,274.0
16097,2007.0,10.0,1.0,18.0,19.994444444444444,274.0
16098,2007.0,10.0,1.0,19.0,18.7,274.0
16099,2007.0,10.0,1.0,20.0,17.45555555555556,274.0
16100,2007.0,10.0,1.0,21.0,16.849999999999998,274.0
16101,2007.0,10.0,1.0,22.0,13.216666666666663,274.0
16102,2007.0,10.0,1.0,23.0,13.383333333333336,274.0
16103,2007.0,10.0,10.0,0.0,11.455555555555556,283.0
16104,2007.0,10.0,10.0,1.0,11.11111111111111,283.0
16105,2007.0,10.0,10.0,2.0,10.122222222222222,283.0
16106,2007.0,10.0,10.0,3.0,10.388888888888893,283.0
16107,2007.0,10.0,10.0,4.0,9.855555555555558,283.0
16108,2007.0,10.0,10.0,5.0,10.82777777777778,283.0
16109,2007.0,10.0,10.0,6.0,9.855555555555558,283.0
16110,2007.0,10.0,10.0,7.0,9.9,283.0
16111,2007.0,10.0,10.0,8.0,10.050000000000002,283.0
16112,2007.0,10.0,10.0,9.0,11.038888888888888,283.0
16113,2007.0,10.0,10.0,10.0,11.22777777777778,283.0
16114,2007.0,10.0,10.0,11.0,12.216666666666669,283.0
16115,2007.0,10.0,10.0,12.0,12.988888888888887,283.0
16116,2007.0,10.0,10.0,13.0,13.011111111111113,283.0
16117,2007.0,10.0,10.0,14.0,13.93888888888889,283.0
16118,2007.0,10.0,10.0,15.0,14.122222222222224,283.0
16119,2007.0,10.0,10.0,16.0,13.055555555555555,283.0
16120,2007.0,10.0,10.0,17.0,13.011111111111113,283.0
16121,2007.0,10.0,10.0,18.0,12.872222222222224,283.0
16122,2007.0,10.0,10.0,19.0,12.805555555555554,283.0
16123,2007.0,10.0,10.0,20.0,12.611111111111112,283.0
16124,2007.0,10.0,10.0,21.0,12.2,283.0
16125,2007.0,10.0,10.0,22.0,12.711111111111112,283.0
16126,2007.0,10.0,10.0,23.0,12.13888888888889,283.0
16127,2007.0,10.0,11.0,0.0,12.17777777777778,284.0
16128,2007.0,10.0,11.0,1.0,11.666666666666666,284.0
16129,2007.0,10.0,11.0,2.0,12.07777777777778,284.0
16130,2007.0,10.0,11.0,3.0,11.666666666666666,284.0
16131,2007.0,10.0,11.0,4.0,11.622222222222224,284.0
16132,2007.0,10.0,11.0,5.0,11.45,284.0
16133,2007.0,10.0,11.0,6.0,12.127777777777776,284.0
16134,2007.0,10.0,11.0,7.0,12.083333333333334,284.0
16135,2007.0,10.0,11.0,8.0,12.016666666666667,284.0
16136,2007.0,10.0,11.0,9.0,12.17777777777778,284.0
16137,2007.0,10.0,11.0,10.0,12.733333333333334,284.0
16138,2007.0,10.0,11.0,11.0,12.716666666666669,284.0
16139,2007.0,10.0,11.0,12.0,13.85,284.0
16140,2007.0,10.0,11.0,13.0,13.988888888888887,284.0
16141,2007.0,10.0,11.0,14.0,13.883333333333336,284.0
16142,2007.0,10.0,11.0,15.0,15.172222222222224,284.0
16143,2007.0,10.0,11.0,16.0,15.077777777777776,284.0
16144,2007.0,10.0,11.0,17.0,14.88888888888889,284.0
16145,2007.0,10.0,11.0,18.0,13.983333333333334,284.0
16146,2007.0,10.0,11.0,19.0,13.916666666666664,284.0
16147,2007.0,10.0,11.0,20.0,12.833333333333334,284.0
16148,2007.0,10.0,11.0,21.0,12.872222222222224,284.0
16149,2007.0,10.0,11.0,22.0,12.82777777777778,284.0
16150,2007.0,10.0,11.0,23.0,12.794444444444444,284.0
16151,2007.0,10.0,12.0,0.0,12.244444444444444,285.0
16152,2007.0,10.0,12.0,1.0,12.266666666666666,285.0
16153,2007.0,10.0,12.0,2.0,11.316666666666666,285.0
16154,2007.0,10.0,12.0,3.0,11.71111111111111,285.0
16155,2007.0,10.0,12.0,4.0,10.694444444444445,285.0
16156,2007.0,10.0,12.0,5.0,10.894444444444444,285.0
16157,2007.0,10.0,12.0,6.0,11.183333333333334,285.0
16158,2007.0,10.0,12.0,7.0,11.11111111111111,285.0
16159,2007.0,10.0,12.0,8.0,12.216666666666669,285.0
16160,2007.0,10.0,12.0,9.0,12.755555555555556,285.0
16161,2007.0,10.0,12.0,10.0,12.82777777777778,285.0
16162,2007.0,10.0,12.0,11.0,14.772222222222224,285.0
16163,2007.0,10.0,12.0,12.0,15.0,285.0
16164,2007.0,10.0,12.0,13.0,15.02222222222222,285.0
16165,2007.0,10.0,12.0,14.0,15.055555555555555,285.0
16166,2007.0,10.0,12.0,15.0,16.06666666666667,285.0
16167,2007.0,10.0,12.0,16.0,16.022222222222226,285.0
16168,2007.0,10.0,12.0,17.0,14.872222222222224,285.0
16169,2007.0,10.0,12.0,18.0,13.866666666666667,285.0
16170,2007.0,10.0,12.0,19.0,13.800000000000002,285.0
16171,2007.0,10.0,12.0,20.0,12.249999999999998,285.0
16172,2007.0,10.0,12.0,21.0,11.138888888888888,285.0
16173,2007.0,10.0,12.0,22.0,11.138888888888888,285.0
16174,2007.0,10.0,12.0,23.0,11.738888888888887,285.0
16175,2007.0,10.0,13.0,0.0,11.638888888888893,286.0
16176,2007.0,10.0,13.0,1.0,11.588888888888889,286.0
16177,2007.0,10.0,13.0,2.0,3.561111111111109,286.0
16178,2007.0,10.0,13.0,3.0,10.477777777777778,286.0
16179,2007.0,10.0,13.0,4.0,9.416666666666668,286.0
16180,2007.0,10.0,13.0,5.0,8.072222222222223,286.0
16181,2007.0,10.0,13.0,6.0,10.0,286.0
16182,2007.0,10.0,13.0,7.0,10.044444444444444,286.0
16183,2007.0,10.0,13.0,8.0,10.044444444444444,286.0
16184,2007.0,10.0,13.0,9.0,12.17222222222222,286.0
16185,2007.0,10.0,13.0,10.0,13.794444444444444,286.0
16186,2007.0,10.0,13.0,11.0,12.816666666666666,286.0
16187,2007.0,10.0,13.0,12.0,11.316666666666666,286.0
16188,2007.0,10.0,13.0,13.0,11.261111111111113,286.0
16189,2007.0,10.0,13.0,14.0,9.511111111111113,286.0
16190,2007.0,10.0,13.0,15.0,9.25,286.0
16191,2007.0,10.0,13.0,16.0,9.300000000000002,286.0
16192,2007.0,10.0,13.0,17.0,9.07222222222222,286.0
16193,2007.0,10.0,13.0,18.0,7.383333333333332,286.0
16194,2007.0,10.0,13.0,19.0,6.161111111111113,286.0
16195,2007.0,10.0,13.0,20.0,6.188888888888889,286.0
16196,2007.0,10.0,13.0,21.0,7.000000000000001,286.0
16197,2007.0,10.0,13.0,22.0,6.211111111111111,286.0
16198,2007.0,10.0,13.0,23.0,4.749999999999998,286.0
16199,2007.0,10.0,14.0,0.0,3.633333333333333,287.0
16200,2007.0,10.0,14.0,1.0,1.9944444444444465,287.0
16201,2007.0,10.0,14.0,2.0,0.2222222222222214,287.0
16202,2007.0,10.0,14.0,3.0,0.3722222222222232,287.0
16203,2007.0,10.0,14.0,4.0,1.4444444444444453,287.0
16204,2007.0,10.0,14.0,5.0,1.2388888888888872,287.0
16205,2007.0,10.0,14.0,6.0,-0.038888888888889,287.0
16206,2007.0,10.0,14.0,7.0,-0.2499999999999996,287.0
16207,2007.0,10.0,14.0,8.0,2.000000000000001,287.0
16208,2007.0,10.0,14.0,9.0,4.961111111111111,287.0
16209,2007.0,10.0,14.0,10.0,8.916666666666664,287.0
16210,2007.0,10.0,14.0,11.0,10.999999999999998,287.0
16211,2007.0,10.0,14.0,12.0,11.205555555555556,287.0
16212,2007.0,10.0,14.0,13.0,12.22222222222222,287.0
16213,2007.0,10.0,14.0,14.0,12.166666666666666,287.0
16214,2007.0,10.0,14.0,15.0,12.77777777777778,287.0
16215,2007.0,10.0,14.0,16.0,12.77777777777778,287.0
16216,2007.0,10.0,14.0,17.0,11.288888888888888,287.0
16217,2007.0,10.0,14.0,18.0,7.866666666666664,287.0
16218,2007.0,10.0,14.0,19.0,5.022222222222222,287.0
16219,2007.0,10.0,14.0,20.0,3.938888888888891,287.0
16220,2007.0,10.0,14.0,21.0,2.638888888888889,287.0
16221,2007.0,10.0,14.0,22.0,1.6055555555555558,287.0
16222,2007.0,10.0,14.0,23.0,1.094444444444444,287.0
16223,2007.0,10.0,15.0,0.0,-0.0444444444444434,288.0
16224,2007.0,10.0,15.0,1.0,-1.1333333333333329,288.0
16225,2007.0,10.0,15.0,2.0,-0.4388888888888884,288.0
16226,2007.0,10.0,15.0,3.0,-1.71111111111111,288.0
16227,2007.0,10.0,15.0,4.0,-2.2666666666666657,288.0
16228,2007.0,10.0,15.0,5.0,-2.08888888888889,288.0
16229,2007.0,10.0,15.0,6.0,-2.2888888888888896,288.0
16230,2007.0,10.0,15.0,7.0,-2.7777777777777777,288.0
16231,2007.0,10.0,15.0,8.0,0.8555555555555551,288.0
16232,2007.0,10.0,15.0,9.0,5.999999999999998,288.0
16233,2007.0,10.0,15.0,10.0,10.005555555555553,288.0
16234,2007.0,10.0,15.0,11.0,11.138888888888888,288.0
16235,2007.0,10.0,15.0,12.0,12.77777777777778,288.0
16236,2007.0,10.0,15.0,13.0,13.866666666666667,288.0
16237,2007.0,10.0,15.0,14.0,13.916666666666664,288.0
16238,2007.0,10.0,15.0,15.0,14.02777777777778,288.0
16239,2007.0,10.0,15.0,16.0,13.961111111111112,288.0
16240,2007.0,10.0,15.0,17.0,12.977777777777778,288.0
16241,2007.0,10.0,15.0,18.0,11.133333333333333,288.0
16242,2007.0,10.0,15.0,19.0,7.777777777777778,288.0
16243,2007.0,10.0,15.0,20.0,7.311111111111109,288.0
16244,2007.0,10.0,15.0,21.0,6.038888888888888,288.0
16245,2007.0,10.0,15.0,22.0,4.905555555555555,288.0
16246,2007.0,10.0,15.0,23.0,3.972222222222221,288.0
16247,2007.0,10.0,16.0,0.0,2.127777777777777,289.0
16248,2007.0,10.0,16.0,1.0,2.061111111111112,289.0
16249,2007.0,10.0,16.0,2.0,0.7999999999999987,289.0
16250,2007.0,10.0,16.0,3.0,0.9722222222222222,289.0
16251,2007.0,10.0,16.0,4.0,-0.0499999999999999,289.0
16252,2007.0,10.0,16.0,5.0,0.0222222222222217,289.0
16253,2007.0,10.0,16.0,6.0,-0.1166666666666671,289.0
16254,2007.0,10.0,16.0,7.0,-1.2277777777777783,289.0
16255,2007.0,10.0,16.0,8.0,2.272222222222224,289.0
16256,2007.0,10.0,16.0,9.0,7.016666666666668,289.0
16257,2007.0,10.0,16.0,10.0,9.005555555555556,289.0
16258,2007.0,10.0,16.0,11.0,12.13888888888889,289.0
16259,2007.0,10.0,16.0,12.0,15.0,289.0
16260,2007.0,10.0,16.0,13.0,16.15555555555555,289.0
16261,2007.0,10.0,16.0,14.0,17.133333333333336,289.0
16262,2007.0,10.0,16.0,15.0,17.84444444444445,289.0
16263,2007.0,10.0,16.0,16.0,17.84444444444445,289.0
16264,2007.0,10.0,16.0,17.0,17.26111111111111,289.0
16265,2007.0,10.0,16.0,18.0,13.905555555555557,289.0
16266,2007.0,10.0,16.0,19.0,8.883333333333335,289.0
16267,2007.0,10.0,16.0,20.0,7.305555555555555,289.0
16268,2007.0,10.0,16.0,21.0,4.949999999999998,289.0
16269,2007.0,10.0,16.0,22.0,4.905555555555555,289.0
16270,2007.0,10.0,16.0,23.0,3.5166666666666657,289.0
16271,2007.0,10.0,17.0,0.0,2.1722222222222203,290.0
16272,2007.0,10.0,17.0,1.0,1.6222222222222231,290.0
16273,2007.0,10.0,17.0,2.0,2.3277777777777766,290.0
16274,2007.0,10.0,17.0,3.0,1.0666666666666675,290.0
16275,2007.0,10.0,17.0,4.0,-0.5333333333333338,290.0
16276,2007.0,10.0,17.0,5.0,-0.561111111111112,290.0
16277,2007.0,10.0,17.0,6.0,-0.0499999999999999,290.0
16278,2007.0,10.0,17.0,7.0,-1.0444444444444438,290.0
16279,2007.0,10.0,17.0,8.0,2.1499999999999986,290.0
16280,2007.0,10.0,17.0,9.0,7.03888888888889,290.0
16281,2007.0,10.0,17.0,10.0,9.994444444444447,290.0
16282,2007.0,10.0,17.0,11.0,12.938888888888888,290.0
16283,2007.0,10.0,17.0,12.0,16.183333333333334,290.0
16284,2007.0,10.0,17.0,13.0,17.82222222222222,290.0
16285,2007.0,10.0,17.0,14.0,18.927777777777774,290.0
16286,2007.0,10.0,17.0,15.0,19.02777777777778,290.0
16287,2007.0,10.0,17.0,16.0,19.02777777777778,290.0
16288,2007.0,10.0,17.0,17.0,18.038888888888888,290.0
16289,2007.0,10.0,17.0,18.0,14.97222222222222,290.0
16290,2007.0,10.0,17.0,19.0,10.066666666666666,290.0
16291,2007.0,10.0,17.0,20.0,8.18333333333333,290.0
16292,2007.0,10.0,17.0,21.0,7.077777777777779,290.0
16293,2007.0,10.0,17.0,22.0,4.977777777777778,290.0
16294,2007.0,10.0,17.0,23.0,4.849999999999998,290.0
16295,2007.0,10.0,18.0,0.0,4.305555555555555,291.0
16296,2007.0,10.0,18.0,1.0,3.1722222222222225,291.0
16297,2007.0,10.0,18.0,2.0,9.505555555555556,291.0
16298,2007.0,10.0,18.0,3.0,1.6000000000000014,291.0
16299,2007.0,10.0,18.0,4.0,0.5555555555555556,291.0
16300,2007.0,10.0,18.0,5.0,0.916666666666666,291.0
16301,2007.0,10.0,18.0,6.0,-0.0222222222222217,291.0
16302,2007.0,10.0,18.0,7.0,0.994444444444444,291.0
16303,2007.0,10.0,18.0,8.0,1.4111111111111103,291.0
16304,2007.0,10.0,18.0,9.0,7.044444444444444,291.0
16305,2007.0,10.0,18.0,10.0,10.1,291.0
16306,2007.0,10.0,18.0,11.0,13.866666666666667,291.0
16307,2007.0,10.0,18.0,12.0,17.105555555555554,291.0
16308,2007.0,10.0,18.0,13.0,18.72777777777777,291.0
16309,2007.0,10.0,18.0,14.0,19.683333333333337,291.0
16310,2007.0,10.0,18.0,15.0,18.772222222222226,291.0
16311,2007.0,10.0,18.0,16.0,17.66111111111111,291.0
16312,2007.0,10.0,18.0,17.0,17.03888888888889,291.0
16313,2007.0,10.0,18.0,18.0,14.83888888888889,291.0
16314,2007.0,10.0,18.0,19.0,12.733333333333334,291.0
16315,2007.0,10.0,18.0,20.0,12.705555555555556,291.0
16316,2007.0,10.0,18.0,21.0,12.105555555555554,291.0
16317,2007.0,10.0,18.0,22.0,11.55,291.0
16318,2007.0,10.0,18.0,23.0,11.083333333333336,291.0
16319,2007.0,10.0,19.0,0.0,10.533333333333337,292.0
16320,2007.0,10.0,19.0,1.0,10.511111111111113,292.0
16321,2007.0,10.0,19.0,2.0,4.033333333333332,292.0
16322,2007.0,10.0,19.0,3.0,8.88888888888889,292.0
16323,2007.0,10.0,19.0,4.0,7.799999999999999,292.0
16324,2007.0,10.0,19.0,5.0,8.311111111111112,292.0
16325,2007.0,10.0,19.0,6.0,7.244444444444444,292.0
16326,2007.0,10.0,19.0,7.0,7.244444444444444,292.0
16327,2007.0,10.0,19.0,8.0,7.205555555555555,292.0
16328,2007.0,10.0,19.0,9.0,7.222222222222222,292.0
16329,2007.0,10.0,19.0,10.0,7.244444444444444,292.0
16330,2007.0,10.0,19.0,11.0,7.277777777777778,292.0
16331,2007.0,10.0,19.0,12.0,7.938888888888887,292.0
16332,2007.0,10.0,19.0,13.0,9.02777777777778,292.0
16333,2007.0,10.0,19.0,14.0,10.055555555555555,292.0
16334,2007.0,10.0,19.0,15.0,10.044444444444444,292.0
16335,2007.0,10.0,19.0,16.0,8.983333333333334,292.0
16336,2007.0,10.0,19.0,17.0,9.05,292.0
16337,2007.0,10.0,19.0,18.0,7.844444444444444,292.0
16338,2007.0,10.0,19.0,19.0,7.222222222222222,292.0
16339,2007.0,10.0,19.0,20.0,7.044444444444444,292.0
16340,2007.0,10.0,19.0,21.0,4.949999999999998,292.0
16341,2007.0,10.0,19.0,22.0,3.3999999999999986,292.0
16342,2007.0,10.0,19.0,23.0,3.3444444444444463,292.0
16343,2007.0,10.0,2.0,0.0,11.57777777777778,275.0
16344,2007.0,10.0,2.0,1.0,11.016666666666666,275.0
16345,2007.0,10.0,2.0,2.0,11.86111111111111,275.0
16346,2007.0,10.0,2.0,3.0,10.46111111111111,275.0
16347,2007.0,10.0,2.0,4.0,9.466666666666663,275.0
16348,2007.0,10.0,2.0,5.0,9.833333333333336,275.0
16349,2007.0,10.0,2.0,6.0,8.927777777777777,275.0
16350,2007.0,10.0,2.0,7.0,9.877777777777778,275.0
16351,2007.0,10.0,2.0,8.0,12.555555555555555,275.0
16352,2007.0,10.0,2.0,9.0,14.97777777777778,275.0
16353,2007.0,10.0,2.0,10.0,18.911111111111115,275.0
16354,2007.0,10.0,2.0,11.0,22.08333333333333,275.0
16355,2007.0,10.0,2.0,12.0,22.82222222222222,275.0
16356,2007.0,10.0,2.0,13.0,23.911111111111115,275.0
16357,2007.0,10.0,2.0,14.0,24.02777777777778,275.0
16358,2007.0,10.0,2.0,15.0,24.95,275.0
16359,2007.0,10.0,2.0,16.0,23.93333333333333,275.0
16360,2007.0,10.0,2.0,17.0,22.883333333333333,275.0
16361,2007.0,10.0,2.0,18.0,21.17777777777778,275.0
16362,2007.0,10.0,2.0,19.0,17.872222222222224,275.0
16363,2007.0,10.0,2.0,20.0,16.316666666666666,275.0
16364,2007.0,10.0,2.0,21.0,15.02222222222222,275.0
16365,2007.0,10.0,2.0,22.0,14.349999999999998,275.0
16366,2007.0,10.0,2.0,23.0,14.488888888888887,275.0
16367,2007.0,10.0,20.0,0.0,3.355555555555555,293.0
16368,2007.0,10.0,20.0,1.0,2.7777777777777777,293.0
16369,2007.0,10.0,20.0,2.0,2.627777777777776,293.0
16370,2007.0,10.0,20.0,3.0,2.177777777777779,293.0
16371,2007.0,10.0,20.0,4.0,1.1166666666666656,293.0
16372,2007.0,10.0,20.0,5.0,0.8722222222222223,293.0
16373,2007.0,10.0,20.0,6.0,1.072222222222222,293.0
16374,2007.0,10.0,20.0,7.0,0.0277777777777761,293.0
16375,2007.0,10.0,20.0,8.0,0.2611111111111104,293.0
16376,2007.0,10.0,20.0,9.0,2.2000000000000006,293.0
16377,2007.0,10.0,20.0,10.0,4.9833333333333325,293.0
16378,2007.0,10.0,20.0,11.0,7.477777777777779,293.0
16379,2007.0,10.0,20.0,12.0,7.777777777777778,293.0
16380,2007.0,10.0,20.0,13.0,7.872222222222224,293.0
16381,2007.0,10.0,20.0,14.0,7.98888888888889,293.0
16382,2007.0,10.0,20.0,15.0,8.93888888888889,293.0
16383,2007.0,10.0,20.0,16.0,7.866666666666664,293.0
16384,2007.0,10.0,20.0,17.0,7.438888888888889,293.0
16385,2007.0,10.0,20.0,18.0,5.188888888888891,293.0
16386,2007.0,10.0,20.0,19.0,6.027777777777779,293.0
16387,2007.0,10.0,20.0,20.0,4.844444444444444,293.0
16388,2007.0,10.0,20.0,21.0,4.822222222222222,293.0
16389,2007.0,10.0,20.0,22.0,4.916666666666668,293.0
16390,2007.0,10.0,20.0,23.0,3.4111111111111114,293.0
16391,2007.0,10.0,21.0,0.0,2.922222222222221,294.0
